epoch,model_name,lambdas,loss
1,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.65869140625, 0.66357421875, 0.74658203125]",20.805057525634766
2,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.65771484375, 0.66259765625, 0.74755859375]",20.787887573242188
3,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.65673828125, 0.66162109375, 0.74853515625]",20.77202033996582
4,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.65576171875, 0.66064453125, 0.74951171875]",20.762174606323242
5,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.6552734375, 0.66015625, 0.75]",20.75244903564453
6,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.65478515625, 0.65966796875, 0.75048828125]",20.744050979614258
7,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.654296875, 0.6591796875, 0.7509765625]",20.736774444580078
8,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.654296875, 0.6591796875, 0.7509765625]",20.73174476623535
9,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.654296875, 0.6591796875, 0.7509765625]",20.73174476623535
10,"['TIGER-Lab/MAmmoTH-7B', 'mrm8488/llama-2-coder-7b', 'elyza/ELYZA-japanese-Llama-2-7b']","[0.654296875, 0.6591796875, 0.7509765625]",20.73174476623535
